despair	-2.03	0.75
help	-2.02	1.49
utterly	-2.01	0.71
occurrence	-2.01	2.26
conflict	-2.01	0.67
injury	-2.00	0.99
knight	-2.00	1.70
tired	-2.00	1.57
booth	-2.00	0.46
offence	-1.99	1.06
alarm	-1.99	0.82
indignation	-1.98	1.45
pride	-1.98	1.86
neglect	-1.98	0.74
influence	-1.98	2.02
suffered	-1.97	0.56
cry	-1.97	1.28
beasts	-1.97	0.44
guilty	-1.97	1.07
actions	-1.97	1.63
disappointment	-1.97	0.89
suffer	-1.96	0.50
wine	-1.96	2.19
wrongs	-1.95	0.95
anxiety	-1.95	0.75
wentworth	-1.95	1.64
deeds	-1.94	1.36
charged	-1.94	0.66
drinking	-1.94	2.22
considering	-1.93	1.78
influences	-1.93	1.91
disgust	-1.93	1.30
reckless	-1.93	0.47
abuse	-1.92	0.87
misfortune	-1.92	0.47
superstition	-1.90	0.43
destruction	-1.89	0.64
fool	-1.88	0.57
disease	-1.88	0.41
nt	-1.88	2.48
protest	-1.87	0.65
failure	-1.87	0.62
violent	-1.87	0.57
apprehension	-1.86	0.82
villain	-1.86	0.73
wounded	-1.86	0.54
shock	-1.86	0.55
angry	-1.86	0.99
insane	-1.85	0.54
astonishment	-1.85	0.90
petty	-1.85	0.47
fault	-1.84	0.81
utter	-1.83	0.46
foolish	-1.83	0.59
hereafter	-1.82	2.13
unnecessary	-1.82	0.70
dalton	-1.82	1.76
reproach	-1.82	0.97
irving	-1.81	2.14
guilt	-1.81	0.90
melancholy	-1.81	1.73
fiercely	-1.81	1.43
severe	-1.81	0.56
mingled	-1.79	1.80
excite	-1.79	1.15
sickness	-1.76	0.34
punishment	-1.75	0.90
desperate	-1.74	0.45
check	-1.73	1.94
enemies	-1.73	0.81
solitary	-1.73	0.89
dangers	-1.73	0.93
timid	-1.73	0.73
devil	-1.73	0.37
wild	-1.73	0.82
loss	-1.73	0.44
pity	-1.72	1.88
against	-1.72	0.59
confusion	-1.72	0.45
dull	-1.72	0.50
struggle	-1.71	0.56
savage	-1.71	0.74
confession	-1.71	0.75
sex	-1.70	1.76
sins	-1.69	0.96
serpent	-1.69	1.85
event	-1.68	0.73
wounds	-1.68	0.38
tempest	-1.67	0.93
hunger	-1.67	0.36
crazy	-1.67	1.57
clifden	-1.67	1.67
faults	-1.66	1.06
battle	-1.66	0.66
ill	-1.66	1.68
threatened	-1.66	0.59
fever	-1.65	0.49
recalled	-1.65	2.37
connected	-1.64	2.43
excess	-1.64	0.87
uncertain	-1.64	0.65
killed	-1.64	0.38
accident	-1.63	0.74
foe	-1.62	1.17
cup	-1.61	1.20
bless	-1.61	1.64
weeping	-1.60	1.64
favorable	-1.60	2.27
named	-1.58	1.76
madness	-1.58	0.68
hostile	-1.57	0.72
nervous	-1.57	0.55
beings	-1.57	0.57
weary	-1.57	0.78
dogs	-1.56	0.43
accused	-1.56	0.94
awkward	-1.56	0.63
anguish	-1.56	0.74
severely	-1.55	0.34
illness	-1.55	0.39
idle	-1.55	0.48
feared	-1.55	1.81
startled	-1.54	0.50
baby	-1.54	1.70
grim	-1.53	0.59
strife	-1.52	1.09
pain	-1.52	0.71
drank	-1.51	1.14
totally	-1.49	0.58
spared	-1.49	0.46
defeat	-1.48	0.46
harsh	-1.48	0.71
drop	-1.47	1.09
fate	-1.47	0.53
ambition	-1.47	1.02
gloomy	-1.46	0.75
childish	-1.45	0.33
trembling	-1.45	0.54
quarrel	-1.45	0.54
prisoners	-1.44	0.38
intense	-1.44	0.91
avoid	-1.43	0.89
condemned	-1.43	0.51
excited	-1.43	0.81
trial	-1.42	0.76
aroused	-1.42	0.81
effects	-1.41	0.86
invalid	-1.40	0.65
sufferings	-1.40	0.54
traitor	-1.40	0.41
alleged	-1.40	0.87
solitude	-1.39	0.51
born	-1.39	1.81
impatient	-1.38	0.69
bottle	-1.38	1.29
drink	-1.38	1.32
lest	-1.38	0.52
conspicuous	-1.37	2.06
charges	-1.37	0.69
opposition	-1.37	0.70
widow	-1.37	1.67
trouble	-1.37	0.45
glass	-1.36	1.30
plot	-1.36	0.62
captive	-1.36	0.52
circumstance	-1.36	0.85
boy	-1.35	1.78
difficulties	-1.35	0.95
heavenly	-1.34	1.67
desert	-1.34	0.69
bewildered	-1.34	0.37
blank	-1.34	0.54
formidable	-1.33	0.60
serious	-1.33	0.89
crushed	-1.33	0.63
chill	-1.33	0.60
sorrow	-1.33	0.92
children	-1.32	1.77
bull	-1.32	0.44
feed	-1.31	0.46
sudden	-1.31	0.75
passions	-1.30	1.07
waste	-1.30	0.50
unconscious	-1.30	0.43
tale	-1.29	1.99
poison	-1.29	0.77
drowned	-1.28	0.47
defects	-1.28	1.08
hunt	-1.27	0.42
trials	-1.27	0.59
struggles	-1.27	0.28
rude	-1.27	0.50
liked	-1.24	1.92
flock	-1.24	0.48
dead	-1.24	0.70
medicine	-1.24	0.52
surgeon	-1.23	0.53
prison	-1.23	0.50
cunning	-1.23	0.69
blows	-1.22	0.48
grief	-1.22	0.93
storm	-1.21	1.11
leads	-1.21	0.64
bitterly	-1.21	1.58
alarmed	-1.21	0.43
curiosity	-1.20	0.79
causes	-1.19	0.96
anxious	-1.19	0.48
troubles	-1.19	0.73
troubled	-1.19	0.50
avoided	-1.18	0.88
liable	-1.17	0.50
responsible	-1.17	0.40
yankees	-1.17	0.41
coffee	-1.17	1.24
deepest	-1.16	0.67
hurricane	-1.16	0.88
hospital	-1.16	0.58
bear	-1.16	0.50
groan	-1.16	0.57
cat	-1.16	0.30
excessive	-1.15	0.73
perish	-1.15	0.42
injured	-1.15	0.31
caused	-1.15	0.57
unworthy	-1.14	0.60
toil	-1.14	0.33
fiery	-1.14	1.03
dangerous	-1.13	0.94
big	-1.13	0.70
surprise	-1.13	0.96
agitation	-1.12	0.51
objections	-1.12	0.89
harm	-1.12	0.71
coarse	-1.11	0.78
armed	-1.11	0.48
destroyed	-1.11	0.39
beaten	-1.10	0.37
attacks	-1.10	0.51
thousands	-1.10	0.59
prisoner	-1.09	0.49
ashamed	-1.09	0.53
haughty	-1.09	0.91
dragged	-1.09	0.52
consequence	-1.09	0.69
brand	-1.09	0.42
mysterious	-1.08	0.73
hesitation	-1.08	0.60
deer	-1.08	0.26
infant	-1.08	1.28
acts	-1.08	0.81
jealous	-1.07	2.08
awe	-1.07	0.93
sink	-1.07	0.43
physician	-1.07	0.59
defeated	-1.06	0.27
stormy	-1.06	0.58
taste	-1.06	2.30
darkness	-1.06	0.62
involved	-1.05	0.71
criminal	-1.05	0.89
waverly	-1.05	0.51
daughter	-1.04	1.80
kill	-1.04	0.46
sybil	-1.04	1.87
risk	-1.04	0.55
neglected	-1.03	0.60
ice	-1.03	0.64
crying	-1.03	1.14
contest	-1.03	0.39
fight	-1.03	0.49
appetite	-1.02	0.74
puzzled	-1.02	0.43
dog	-1.02	0.53
hampton	-1.01	0.50
astonished	-1.01	0.38
wilderness	-1.01	0.56
tidings	-1.00	0.50
escaped	-1.00	0.39
stern	-1.00	0.77
vain	-1.00	0.58
piece	-1.00	0.56
arrest	-0.99	0.58
arrested	-0.99	0.60
disagreeable	-0.99	2.09
muttered	-0.99	0.69
exposed	-0.98	0.69
responsibility	-0.98	0.51
lion	-0.98	0.36
warfare	-0.98	0.41
occurred	-0.98	1.08
gesture	-0.97	0.89
burden	-0.96	0.32
events	-0.96	0.84
tea	-0.96	1.04
indifferent	-0.96	0.48
savages	-0.96	0.50
wound	-0.96	0.16
suggest	-0.96	0.70
act	-0.96	0.60
died	-0.95	1.37
suspicious	-0.95	0.49
war	-0.95	0.40
cross	-0.95	0.59
decisive	-0.95	0.64
passion	-0.95	2.25
associations	-0.94	0.69
start	-0.94	0.56
gloom	-0.94	0.67
battles	-0.94	0.37
poured	-0.94	1.04
milk	-0.94	1.08
fox	-0.94	0.25
pains	-0.94	0.32
consumption	-0.93	0.37
resist	-0.93	0.70
job	-0.93	0.53
fighting	-0.93	0.36
prejudices	-0.92	0.68
wandered	-0.92	0.65
sunk	-0.92	0.51
child	-0.92	1.83
incapable	-0.92	0.24
borne	-0.92	0.33
vague	-0.92	0.68
gale	-0.91	0.71
tremble	-0.91	0.58
odd	-0.91	1.03
remedy	-0.91	0.86
operations	-0.91	0.55
polly	-0.90	0.65
concerned	-0.90	0.54
excitement	-0.89	0.83
barn	-0.89	0.53
sacrifices	-0.89	0.47
sorrows	-0.89	0.46
conclusions	-0.88	0.77
confused	-0.88	0.38
whereas	-0.88	0.47
campaign	-0.88	0.48
bodily	-0.88	0.28
oppose	-0.88	0.54
sugar	-0.88	1.04
souls	-0.88	0.47
resistance	-0.87	0.51
minor	-0.87	0.82
unexpected	-0.86	0.65
perpetual	-0.86	0.54
extraordinary	-0.86	0.89
total	-0.86	0.72
direct	-0.85	1.02
surprised	-0.85	0.46
sentence	-0.85	0.66
deceived	-0.85	1.55
sez	-0.85	1.20
bare	-0.84	0.52
slightest	-0.84	0.77
rent	-0.84	0.64
depths	-0.84	0.45
awakened	-0.84	0.45
mother	-0.83	1.85
mystery	-0.83	0.52
connection	-0.83	0.75
gigantic	-0.83	0.54
seal	-0.82	0.72
rebels	-0.82	0.24
instances	-0.82	0.79
sharp	-0.82	0.41
insurrection	-0.82	0.35
empty	-0.82	0.44
siege	-0.81	0.23
confessed	-0.81	0.58
worn	-0.81	0.43
spite	-0.81	0.76
burst	-0.81	0.68
fires	-0.81	0.55
capture	-0.80	0.24
wife	-0.80	1.85
reasonable	-0.80	0.67
admit	-0.80	0.61
rebellion	-0.80	0.41
wasted	-0.80	0.34
artificial	-0.80	0.63
drain	-0.80	0.58
mere	-0.79	0.53
father	-0.79	1.85
legitimate	-0.79	0.80
doubtful	-0.79	0.37
guy	-0.79	0.65
salle	-0.78	0.49
result	-0.78	0.70
fears	-0.78	0.53
mistake	-0.78	0.73
soldiers	-0.78	0.68
differences	-0.78	0.79
controversy	-0.78	0.51
disappointed	-0.78	0.63
phenomena	-0.78	0.78
bar	-0.78	0.97
shocked	-0.77	0.49
instinct	-0.77	0.83
captured	-0.77	0.15
difficulty	-0.76	0.65
elsie	-0.76	1.16
club	-0.76	0.83
shoot	-0.76	0.21
aged	-0.76	1.26
archy	-0.76	0.56
relieve	-0.76	0.40
wholly	-0.76	0.48
steal	-0.75	0.51
blast	-0.75	0.67
roused	-0.75	0.48
escape	-0.75	0.26
water	-0.75	0.98
nurse	-0.75	1.10
buried	-0.75	0.45
whom	-0.74	1.80
singular	-0.74	1.23
without	-0.74	0.58
stolen	-0.74	0.43
doubts	-0.74	0.55
agent	-0.74	0.68
care	-0.73	1.21
eat	-0.73	0.74
mercy	-0.73	0.75
falling	-0.73	0.45
news	-0.72	0.53
interference	-0.72	0.91
action	-0.72	0.82
remove	-0.72	0.41
separation	-0.72	0.53
relieved	-0.71	0.43
animals	-0.71	0.21
intent	-0.71	0.40
subjected	-0.71	0.57
possibility	-0.71	0.76
powerful	-0.70	0.65
shorn	-0.70	0.43
results	-0.70	0.69
details	-0.70	0.91
katy	-0.70	1.08
retreat	-0.70	0.14
cigar	-0.70	0.89
rival	-0.69	0.76
attacked	-0.69	0.14
sank	-0.69	0.49
imposed	-0.69	0.47
sneak	-0.69	0.21
dark	-0.69	0.62
regret	-0.69	1.23
probability	-0.69	0.65
animal	-0.69	0.37
sake	-0.69	1.76
fought	-0.69	0.39
eaten	-0.69	0.73
occur	-0.69	0.55
philippa	-0.69	0.54
prevail	-0.69	0.59
deserved	-0.69	0.44
slight	-0.68	0.44
whites	-0.68	0.42
pike	-0.68	0.38
dick	-0.68	0.79
objection	-0.68	0.66
surprising	-0.67	0.83
frame	-0.67	0.51
abner	-0.67	0.59
fellows	-0.67	0.85
police	-0.67	0.49
wilford	-0.67	0.95
hurt	-0.67	0.54
incident	-0.67	1.39
executed	-0.66	0.70
flames	-0.66	0.93
overcome	-0.66	0.48
circumstances	-0.66	0.60
confess	-0.66	0.42
hut	-0.66	0.50
unknown	-0.66	0.45
obvious	-0.66	0.97
cause	-0.65	0.46
multitude	-0.65	0.41
grandfather	-0.65	1.44
sons	-0.65	1.17
sensation	-0.65	0.54
wandering	-0.64	0.46
mighty	-0.64	0.46
saved	-0.64	0.33
constant	-0.64	0.41
wildly	-0.64	0.44
shared	-0.64	0.26
governed	-0.64	0.56
unfortunately	-0.64	0.38
game	-0.64	0.26
cares	-0.64	0.33
sheep	-0.63	0.24
son	-0.63	1.61
extreme	-0.63	0.61
arose	-0.63	0.33
dhu	-0.63	1.03
indians	-0.63	0.21
falls	-0.63	0.44
slow	-0.63	0.59
feeling	-0.63	1.50
cameron	-0.62	0.98
torn	-0.62	0.22
seriously	-0.62	0.46
seeming	-0.62	0.54
dora	-0.62	0.57
ate	-0.62	0.72
thunder	-0.61	0.68
recovered	-0.61	0.51
doctor	-0.61	0.83
lawry	-0.61	0.43
senator	-0.61	0.43
motive	-0.61	0.46
exception	-0.61	0.47
blow	-0.61	0.24
ned	-0.61	0.64
delay	-0.61	0.48
eager	-0.61	0.48
altogether	-0.61	0.44
discovery	-0.61	0.58
reverse	-0.61	0.51
secrets	-0.60	0.56
allies	-0.60	0.22
ho	-0.60	0.31
meal	-0.60	0.72
hunter	-0.60	0.40
exists	-0.60	0.49
desires	-0.59	0.56
movements	-0.59	0.46
drive	-0.59	0.56
leap	-0.59	0.30
hit	-0.59	0.24
roar	-0.59	0.67
purely	-0.59	0.32
damon	-0.58	0.60
fitz	-0.58	0.40
elder	-0.58	1.40
conceive	-0.58	0.44
recover	-0.58	0.57
freely	-0.58	0.96
mount	-0.58	0.47
strike	-0.58	0.28
ai	-0.57	0.86
destroy	-0.57	0.36
treatment	-0.57	0.39
motives	-0.57	0.53
engagement	-0.57	0.34
continually	-0.57	0.34
daughters	-0.57	1.49
rocky	-0.57	0.46
wars	-0.57	0.34
amy	-0.56	0.72
huge	-0.56	0.52
ghost	-0.56	0.35
necessities	-0.56	0.65
stake	-0.56	0.21
tobacco	-0.56	0.86
expense	-0.56	0.29
shield	-0.55	0.29
assist	-0.55	0.39
filled	-0.55	0.62
fortunes	-0.55	0.47
naked	-0.55	0.37
leading	-0.55	0.51
alfred	-0.54	1.00
angels	-0.54	0.47
force	-0.54	0.63
occasional	-0.54	0.44
supper	-0.54	0.67
spirits	-0.54	1.57
created	-0.54	0.40
jake	-0.54	0.59
witness	-0.54	0.44
marvellous	-0.54	0.99
pipe	-0.54	0.73
natures	-0.54	0.47
mothers	-0.54	1.17
ordinary	-0.53	0.57
fathers	-0.53	0.93
popular	-0.53	0.54
affairs	-0.53	0.56
oil	-0.53	0.79
fellow	-0.53	1.62
englishman	-0.53	0.81
horses	-0.53	0.23
noll	-0.52	0.79
jim	-0.52	0.43
boys	-0.52	1.07
heir	-0.52	1.05
dash	-0.52	0.41
difference	-0.52	0.69
tom	-0.52	0.55
herself	-0.52	1.22
faint	-0.52	0.72
aloud	-0.52	0.94
decay	-0.52	0.52
cattle	-0.52	0.25
conceived	-0.52	0.68
exhausted	-0.52	0.46
bute	-0.51	0.73
morris	-0.51	0.90
concern	-0.51	0.27
wilson	-0.51	0.79
shot	-0.51	0.15
lip	-0.51	0.83
irresistible	-0.51	0.90
entertain	-0.51	0.44
witnessed	-0.51	0.78
forces	-0.51	0.62
bag	-0.51	0.49
tin	-0.50	0.62
lillie	-0.50	0.46
unusual	-0.50	0.82
mistaken	-0.50	0.58
breakfast	-0.50	0.66
hannah	-0.50	0.84
wherein	-0.50	0.48
sarah	-0.50	1.19
ancestors	-0.50	0.54
male	-0.50	0.80
prince	-0.49	0.54
swear	-0.49	0.75
asleep	-0.49	0.73
roll	-0.49	0.48
thar	-0.49	0.93
matters	-0.49	0.68
women	-0.49	1.08
absolutely	-0.49	0.44
margaret	-0.48	0.94
hurry	-0.48	0.52
enemy	-0.48	0.16
necessity	-0.48	0.64
pelham	-0.48	0.20
indifference	-0.48	0.65
ellen	-0.48	1.14
partner	-0.48	1.06
oath	-0.48	0.99
adds	-0.48	0.48
conquer	-0.48	0.34
destiny	-0.48	0.44
praying	-0.48	0.47
rescue	-0.48	0.29
flies	-0.48	0.46
conduct	-0.48	0.72
impulse	-0.48	0.82
attack	-0.48	0.20
positively	-0.48	0.53
sooner	-0.47	0.74
fashion	-0.47	0.59
warning	-0.47	0.70
aristocracy	-0.47	0.53
joe	-0.47	0.38
lad	-0.47	1.06
proceedings	-0.47	0.44
heavy	-0.47	0.22
inventor	-0.47	0.47
sailor	-0.47	0.96
tear	-0.47	0.54
artillery	-0.47	0.14
wants	-0.47	0.46
mark	-0.47	0.76
isaline	-0.47	0.30
married	-0.46	1.55
younger	-0.46	1.38
based	-0.46	0.67
cromwell	-0.46	0.43
lean	-0.46	0.41
parasyte	-0.46	0.25
supernatural	-0.46	0.66
brings	-0.46	0.14
gradual	-0.46	0.70
honey	-0.46	0.53
armies	-0.46	0.21
mudge	-0.46	0.36
submission	-0.46	0.46
wealthy	-0.46	1.04
priest	-0.46	0.54
dinner	-0.46	0.63
families	-0.45	0.95
princes	-0.45	0.47
housekeeper	-0.45	0.99
spare	-0.45	0.64
sha	-0.45	0.69
helen	-0.45	1.07
flour	-0.45	0.69
butter	-0.45	0.71
fish	-0.45	0.59
soldier	-0.45	0.84
dies	-0.45	0.61
giants	-0.45	0.59
got	-0.45	0.86
preceded	-0.45	0.54
mary	-0.44	1.38
trail	-0.44	0.19
probable	-0.44	0.65
squire	-0.44	0.76
osborne	-0.44	0.59
rid	-0.44	0.29
follows	-0.44	0.43
giant	-0.44	0.54
julia	-0.44	0.48
proves	-0.44	0.40
defense	-0.44	0.53
presence	-0.44	0.34
quantities	-0.44	0.49
witnesses	-0.43	0.43
uncle	-0.43	1.24
betsy	-0.43	0.74
hunting	-0.43	0.53
family	-0.43	1.37
communicated	-0.43	0.42
die	-0.43	0.61
dotty	-0.43	0.91
smoking	-0.43	0.93
authorities	-0.43	0.55
charge	-0.43	0.18
successful	-0.43	0.48
camp	-0.43	0.16
swept	-0.43	0.36
parent	-0.43	1.34
descendants	-0.43	0.82
heaven	-0.43	0.69
failed	-0.43	0.68
rebel	-0.43	0.12
frederick	-0.42	0.59
numbers	-0.42	0.46
household	-0.42	0.63
absence	-0.42	0.70
drops	-0.42	0.67
craft	-0.42	0.30
stuff	-0.42	2.14
assault	-0.42	0.15
fed	-0.42	0.25
attending	-0.42	0.35
boast	-0.42	0.43
insects	-0.42	0.44
pour	-0.42	0.77
assisted	-0.42	0.34
israel	-0.41	0.51
repeat	-0.41	0.48
fill	-0.41	0.46
amused	-0.41	0.39
raise	-0.41	0.32
amid	-0.41	0.51
name	-0.41	1.26
manifest	-0.41	0.69
christina	-0.41	0.60
succeeded	-0.41	0.24
struggled	-0.41	0.48
calling	-0.41	0.52
flyaway	-0.41	0.97
flora	-0.41	0.76
waldo	-0.41	0.67
woe	-0.41	0.80
brothers	-0.40	1.25
mortal	-0.40	0.65
stomach	-0.40	0.27
succession	-0.40	0.63
countrymen	-0.40	0.43
wonder	-0.40	0.59
doom	-0.40	0.91
overthrow	-0.40	0.50
change	-0.40	0.51
medium	-0.40	0.38
nephew	-0.39	1.31
agents	-0.39	0.50
vainly	-0.39	0.38
immediate	-0.39	0.99
rifle	-0.39	0.20
flank	-0.39	0.13
living	-0.39	0.78
gal	-0.39	0.50
doubt	-0.39	0.74
forgive	-0.39	1.04
adventure	-0.39	1.01
don	-0.39	0.41
pronounced	-0.39	0.32
sublime	-0.39	0.61
jack	-0.39	0.79
score	-0.38	0.18
ones	-0.38	1.08
sort	-0.38	0.79
attraction	-0.38	0.72
mamma	-0.38	1.32
solution	-0.38	0.54
oldest	-0.38	1.22
limbs	-0.38	0.46
boiled	-0.38	0.61
galldove	-0.38	0.47
exciting	-0.38	2.27
line	-0.38	0.18
affected	-0.38	0.20
relative	-0.38	0.46
shuffles	-0.38	0.23
firing	-0.37	0.11
darling	-0.37	1.42
harry	-0.37	0.67
weapon	-0.37	0.30
solely	-0.37	0.32
pray	-0.37	0.90
midst	-0.37	0.17
maybe	-0.37	0.94
removed	-0.37	0.41
lee	-0.37	0.09
peculiarities	-0.37	0.62
cavalry	-0.37	0.14
tongues	-0.37	0.38
rush	-0.37	0.18
strongest	-0.37	0.75
support	-0.37	0.64
legislation	-0.37	0.78
amusing	-0.37	2.16
thurston	-0.36	0.72
cover	-0.36	0.10
origin	-0.36	0.54
fell	-0.36	0.23
whip	-0.36	0.22
battery	-0.36	0.11
kenelm	-0.36	0.67
ranks	-0.36	0.27
imperfect	-0.36	0.38
sisters	-0.36	1.43
sustained	-0.36	0.34
soup	-0.36	0.64
hasty	-0.36	0.26
rough	-0.36	0.48
bacon	-0.36	0.33
birth	-0.36	0.76
brains	-0.36	0.37
amongst	-0.36	0.31
parents	-0.36	1.44
successfully	-0.36	0.39
preston	-0.36	0.63
exhibition	-0.36	0.52
struck	-0.36	0.19
incidents	-0.36	1.23
c	-0.36	0.21
lightning	-0.36	0.35
shell	-0.36	0.14
bed	-0.36	0.74
interested	-0.36	0.43
add	-0.36	0.67
troops	-0.35	0.13
fired	-0.35	0.13
relatives	-0.35	1.38
chase	-0.35	0.19
fat	-0.35	0.30
bread	-0.35	0.79
commission	-0.35	0.34
wondered	-0.35	1.07
ward	-0.35	0.82
garrison	-0.35	0.12
careless	-0.35	0.49
considerations	-0.35	0.62
under	-0.35	0.65
supposing	-0.35	0.55
remote	-0.35	0.43
control	-0.35	1.10
source	-0.35	0.67
richmond	-0.35	0.10
fall	-0.35	0.17
merchant	-0.35	0.81
hardy	-0.34	1.88
meat	-0.34	0.70
anticipated	-0.34	0.36
baron	-0.34	0.47
hole	-0.34	0.19
run	-0.34	0.21
bone	-0.34	0.19
box	-0.34	0.42
crept	-0.34	0.24
celebrated	-0.34	0.50
pope	-0.34	0.35
shenac	-0.34	0.95
batteries	-0.34	0.10
neutral	-0.34	0.37
plunged	-0.34	0.18
excuse	-0.33	0.61
pipes	-0.33	0.58
heroes	-0.33	0.42
yoo	-0.33	0.65
wat	-0.33	0.65
tail	-0.33	0.30
discharged	-0.33	0.12
wuz	-0.33	0.65
hez	-0.33	0.65
ez	-0.33	0.65
financial	-0.33	0.59
trembled	-0.33	0.42
sed	-0.33	0.65
bin	-0.33	0.65
driven	-0.33	0.15
sich	-0.33	0.65
ther	-0.33	0.65
mud	-0.33	0.25
porter	-0.33	0.40
hev	-0.33	0.65
hed	-0.33	0.65
kin	-0.33	0.65
spot	-0.33	0.50
niggers	-0.33	0.64
agin	-0.33	0.65
situation	-0.33	0.47
opposed	-0.33	0.24
uv	-0.33	0.62
rising	-0.33	0.47
wept	-0.32	1.45
wilton	-0.32	0.23
shaking	-0.32	0.50
git	-0.32	0.65
races	-0.32	0.22
guns	-0.32	0.10
cries	-0.32	0.58
nigger	-0.32	0.61
acting	-0.32	0.52
sam	-0.32	0.45
clerk	-0.32	0.57
create	-0.32	0.39
tribe	-0.32	0.31
fun	-0.32	0.70
driver	-0.32	0.30
weight	-0.32	0.18
dropping	-0.32	0.25
fly	-0.32	0.43
wich	-0.32	0.60
girl	-0.32	1.61
richard	-0.32	0.83
producing	-0.31	0.34
fer	-0.31	0.62
sally	-0.31	0.75
jury	-0.31	0.64
dear	-0.31	1.43
emily	-0.31	0.78
tears	-0.31	0.61
ben	-0.31	0.37
ha	-0.31	0.79
picter	-0.31	0.32
encountered	-0.31	0.34
straw	-0.31	0.25
bein	-0.31	0.64
badly	-0.31	0.23
expectation	-0.31	0.59
ends	-0.31	0.28
happens	-0.31	0.43
horace	-0.31	0.79
pardon	-0.31	0.76
rushing	-0.31	0.24
decided	-0.31	0.52
gun	-0.31	0.14
existing	-0.30	0.68
giltwood	-0.30	0.51
forgetting	-0.30	0.62
changes	-0.30	0.46
maude	-0.30	1.32
marie	-0.30	0.92
flesh	-0.30	0.20
indian	-0.30	0.14
whose	-0.30	0.73
column	-0.30	0.11
bodies	-0.30	0.22
